"id","source","is_available","sender","subject","content_1","link_text_1","url_1","content_2","link_text_2","url_2","content_3","link_text_3","url_3","content_4","link_text_4","url_4","difficulty_level","template_type","email_label","department","scam_keywords","analysis_description"
"","admin","True","finance@global-corp.com","August Monthly Reconciliation and VAT Invoice Submission","This is a reminder that the August monthly reconciliation is now open. Please submit all VAT invoice documents and travel expense reimbursement reports through the financial system before the 25th.","Open financial system","https://finance.global-corp.com/reconciliation/august","All supplier settlement invoices must include the correct tax clearance certificate. For input tax deduction questions, contact the accounts payable team.","View reimbursement guide","https://finance.global-corp.com/guides/reimbursement","The monthly audit will begin on the 26th. Please ensure all expense write-off entries are completed before then.","","","Finance Department, Global-Corp","","","2","L2_1","legit","finance","monthly reconciliation, VAT invoice, travel expense reimbursement, supplier settlement, tax clearance certificate, input tax deduction, accounts payable, expense write-off, monthly audit","LEGITIMATE email. (1) Sender finance@global-corp.com uses the official trusted domain. (2) Both links point to finance.global-corp.com which is whitelisted. (3) Content covers routine monthly finance operations. (4) Standard deadline (25th) without panic or threats. (5) No payment requests or credential verification via links. Recognition tip: legitimate finance notices use internal financial systems and reference standard procedures."
"","admin","True","tax-notice@tax-gov-fake.com","URGENT: Corporate Tax Refund Application - Deadline for Today","Our records indicate your company is eligible for a tax refund. The tax refund application must be completed before deadline for today. Immediate handling is required to process your subsidy and cash return to your corporate account.","Claim tax refund now","https://tax-notice.tax-gov-fake.com/refund-claim","Please note that unreported penalty and late payment penalty will apply if the tax refund link is not confirmed within 24 hours. Have your corporate account details and bank receipt ready for bank account corporate verification.","Verify corporate account","https://vat-rebate.tax-gov-fake.com/verify-account","This notification is issued by the tax bureau. For questions about quarterly tax filing, contact your tax administrator.","","","Tax Administration Bureau","","","2","L2_2","phish","finance","tax-notice, tax-gov-fake, vat-rebate, tax refund application, deadline for today, immediate handling, subsidy, cash return, unreported penalty, late payment penalty, 24 hours, corporate account, bank receipt, bank account corporate verification, tax refund link, tax bureau, quarterly tax filing","PHISHING email. (1) SENDER SPOOFING: tax-notice@tax-gov-fake.com contains fake sender keywords tax-notice and tax-gov-fake; real tax authorities use .gov domains, not tax-gov-fake.com. (2) FAKE URLS: links contain fake domain keywords tax-notice, tax-gov-fake, vat-rebate; none are whitelisted. (3) SOCIAL ENGINEERING - URGENCY: deadline for today, immediate handling, within 24 hours. (4) SOCIAL ENGINEERING - FEAR: unreported penalty, late payment penalty. (5) SOCIAL ENGINEERING - BENEFIT LURE: tax refund, subsidy, cash return. (6) SOCIAL ENGINEERING - AUTHORITY: tax bureau impersonation. (7) Requests corporate account verification via external link. Recognition tip: tax authorities never send refund links via email; verify through official tax hall or pay.global-corp.com."
"","admin","True","invoice-fake@supplier-bill-alert.com","False Invoice Attachment Detected - Immediate Audit Required","Our system has detected a false invoice attachment in your recent submission. You must review the audit attachment immediately to avoid tax overdue fine and potential legal accountability. The deadline for the day is 5:00 PM.","Review invoice alert","https://invoice-fake.supplier-bill-alert.com/invoice-review","Please complete the scanning payment verification through the link below. The financial system update requires reconfirmation of your online banking credentials.","Verify payment details","https://supplier-bill.supplier-bill-alert.com/payment-verify","Unreported penalty will be applied if the invoice issue is not resolved before the deadline. This is an automated audit system notification.","","","Finance Audit System","","","2","L2_3","phish","finance","invoice-fake, supplier-bill, false invoice attachment, audit attachment, tax overdue fine, accountability, deadline for the day, scanning payment, financial system update, online banking, unreported penalty, audit system","PHISHING email. (1) SENDER SPOOFING: invoice-fake@supplier-bill-alert.com contains fake sender keywords invoice-fake and supplier-bill; domain is not trusted. (2) FAKE URLS: links contain fake domain keywords invoice-fake and supplier-bill. (3) SOCIAL ENGINEERING - URGENCY: immediate audit, deadline for the day 5 PM. (4) SOCIAL ENGINEERING - FEAR: tax overdue fine, legal accountability, unreported penalty. (5) Requests online banking credentials through a fake financial system update page - credential theft. (6) Uses invoice-related finance terms to appear legitimate. Recognition tip: invoice issues are handled through finance.global-corp.com; finance never asks for online banking credentials via email links."
"","admin","True","finance@global-corp.com","Travel Expense Reimbursement Process Update","The travel expense reimbursement process has been updated for Q3. Employees should submit reimbursement requests through the finance portal with the required receipts and approval documentation.","Submit reimbursement","https://finance.global-corp.com/reimbursement/submit","Please ensure all bank receipt attachments are clear and complete. The reimbursement process guide has been updated with new categories for cost accounting.","View updated process guide","https://finance.global-corp.com/guides/reimbursement-process","For questions about expense write-off or input tax deduction, contact the accounts payable team during business hours.","","","Finance Operations Team","","","2","L2_1","legit","finance","travel expense reimbursement, bank receipt, reimbursement process, cost accounting, expense write-off, input tax deduction, accounts payable","LEGITIMATE email. (1) Sender finance@global-corp.com is official. (2) Both links use finance.global-corp.com whitelist domain. (3) Content covers standard reimbursement procedures. (4) No urgency, threats, or credential requests. (5) Directs employees to contact accounts payable for support. Recognition tip: legitimate reimbursement emails reference internal portals and do not include external payment links."
"","admin","True","finance-transfer@bank-corp-secure.com","CEO Temporary Payment - Urgent Corporate Remittance to New Supplier","Per CEO temporary payment instruction, please process an urgent corporate remittance to a newly approved supplier. This is a time-limited fund transfer required before end of day. The CEO has personally authorized this transaction.","Process payment now","https://finance-transfer.bank-corp-secure.com/payment/auth","Complete the scanning payment through the private transfer channel. Supplier collection details and audit attachment are provided. Frozen corporate account measures may apply to delayed transactions.","View supplier bank details","https://bank-corp.bank-corp-secure.com/invoice/details","After transfer, upload the bank receipt for monthly reconciliation. This transaction is classified under cost accounting.","","","CFO Office, Global-Corp Finance","","","2","L2_2","phish","finance","finance-transfer, bank-corp, CEO temporary payment, urgent corporate remittance, time-limited fund transfer, scanning payment, private transfer channel, supplier collection, audit attachment, frozen corporate account, bank receipt, monthly reconciliation, cost accounting","PHISHING email - Business Email Compromise (BEC) attack. (1) SENDER SPOOFING: finance-transfer@bank-corp-secure.com contains fake sender keywords finance-transfer and bank-corp; domain is not global-corp.com but mimics a banking portal. (2) FAKE URLS: links contain fake domain keywords finance-transfer and bank-corp; bank-corp-secure.com impersonates a corporate bank but is not trusted. (3) SOCIAL ENGINEERING - AUTHORITY: CEO temporary payment instruction, CFO Office, personally authorized. (4) SOCIAL ENGINEERING - URGENCY: urgent corporate remittance, time-limited, before end of day. (5) SOCIAL ENGINEERING - FEAR: frozen corporate account. (6) Directs payment to new supplier via private transfer channel - classic BEC payment fraud. (7) Mixes legitimate terms (monthly reconciliation, cost accounting, bank receipt) to appear routine. Recognition tip: always verify payment instructions by phone or in-person with the CEO/CFO; legitimate banking is at pay.global-corp.com."
"","admin","True","finance@global-corp.com","Q3 Quarterly Tax Filing Preparation Notice","The Q3 quarterly tax filing period is approaching. Please ensure all VAT invoice records and corporate account statements are ready for review. The tax hall appointment schedule has been published.","View tax filing checklist","https://finance.global-corp.com/tax/q3-checklist","Input tax deduction documents must be organized before the filing date. For questions about tax clearance certificate requirements, contact the tax team.","Book tax hall appointment","https://finance.global-corp.com/tax/appointment","The financial statement and monthly audit reports will be distributed to department heads next week.","","","Tax and Compliance Team","","","2","L2_1","legit","finance","quarterly tax filing, VAT invoice, corporate account, tax hall, input tax deduction, tax clearance certificate, financial statement, monthly audit","LEGITIMATE email. (1) Sender finance@global-corp.com is official. (2) Both links use finance.global-corp.com whitelist domain. (3) Content covers standard tax preparation procedures. (4) No urgency panic, no threats, no payment requests. (5) Encourages contacting the tax team for questions. Recognition tip: legitimate tax notices reference internal finance portals and official tax hall appointments."
"","admin","True","vat-rebate@tax-gov-fake.com","VAT Rebate Notification - Tax Refund Link Expires in 24 Hours","Your company is eligible for a VAT rebate. Click the tax refund link to submit your application. The subsidy and cash return will be processed immediately after bank account corporate verification.","Submit VAT rebate claim","https://vat-rebate.tax-gov-fake.com/rebate-submit","Failure to verify within 24 hours will result in forfeit of the tax refund and potential unreported penalty. Please have your online banking details ready.","Verify banking information","https://tax-notice.tax-gov-fake.com/bank-verify","This is an automated notification from the tax bureau regarding your quarterly tax filing status.","","","Tax Refund Department","","","2","L2_3","phish","finance","vat-rebate, tax-gov-fake, tax-notice, tax refund link, subsidy, cash return, bank account corporate verification, 24 hours, unreported penalty, online banking, tax bureau, quarterly tax filing, urgent","PHISHING email. (1) SENDER SPOOFING: vat-rebate@tax-gov-fake.com contains fake sender keywords vat-rebate and tax-gov-fake; domain is not a real government domain. (2) FAKE URLS: links contain fake domain keywords vat-rebate, tax-gov-fake, tax-notice. (3) SOCIAL ENGINEERING - BENEFIT LURE: VAT rebate, subsidy, cash return. (4) SOCIAL ENGINEERING - URGENCY: expires in 24 hours, immediately. (5) SOCIAL ENGINEERING - FEAR: forfeit refund, unreported penalty. (6) SOCIAL ENGINEERING - AUTHORITY: tax bureau impersonation. (7) Requests online banking details via external link. Recognition tip: tax rebates are processed through official tax bureau portals or finance.global-corp.com, never via email links."
"","admin","True","budget@global-corp.com","Q4 Budget Approval and Cost Accounting Review","Department heads should submit Q4 budget approval requests by the end of this month. The cost accounting review will be conducted by the finance team in the first week of next month.","Submit budget request","https://finance.global-corp.com/budget/q4-submit","Please attach relevant financial statement supporting documents. The budget approval workflow and approval thresholds are documented in the finance guide.","View budget guidelines","https://finance.global-corp.com/guides/budget","For questions about accounts payable or expense write-off procedures, contact the finance operations team.","","","Financial Planning and Analysis","","","2","L2_1","legit","finance","budget approval, cost accounting, financial statement, accounts payable, expense write-off","LEGITIMATE email. (1) Sender budget@global-corp.com uses the official trusted domain. (2) Both links point to finance.global-corp.com whitelist domain. (3) Content covers standard budget and cost accounting procedures. (4) No urgency threats, no payment requests, no credential verification. (5) Standard internal financial communication. Recognition tip: legitimate budget emails use internal finance workflows and do not include external links."
"","admin","True","bank-corp@corporate-verify.com","Corporate Account Verification Required - Online Banking Suspended","Your corporate account has been flagged for suspicious activity. Complete bank account corporate verification immediately to restore online banking access. Failure to verify will result in frozen corporate account status.","Verify corporate account","https://bank-corp.corporate-verify.com/account-verify","Please confirm your corporate transfer details and complete the scanning payment reactivation. The audit system requires all users to re-authenticate within 24 hours.","Reactivate online banking","https://audit-system.corporate-verify.com/reactivate","This is a mandatory financial system update required by group risk control. Late payment penalty may apply to pending transactions.","","","Corporate Banking Security","","","2","L2_2","phish","finance","bank-corp, audit-system, corporate account, bank account corporate verification, online banking, frozen corporate account, corporate transfer, scanning payment, 24 hours, financial system update, group risk control, late payment penalty","PHISHING email. (1) SENDER SPOOFING: bank-corp@corporate-verify.com contains fake sender keyword bank-corp; corporate-verify.com is not a legitimate banking domain. (2) FAKE URLS: links contain fake domain keywords bank-corp and audit-system; corporate-verify.com is not whitelisted. (3) SOCIAL ENGINEERING - FEAR: suspicious activity, frozen corporate account, suspended access. (4) SOCIAL ENGINEERING - URGENCY: immediately, within 24 hours. (5) SOCIAL ENGINEERING - AUTHORITY: group risk control, mandatory. (6) Requests online banking credentials via fake reactivation page. (7) Uses finance terms (corporate transfer, scanning payment, late payment penalty) to appear authentic. Recognition tip: banks never ask for full banking credentials via email; access online banking directly through pay.global-corp.com."
"","admin","True","ap@global-corp.com","Supplier Settlement and Accounts Payable Schedule Update","The supplier settlement schedule for September has been updated. Please review the accounts payable aging report and submit any invoice red cancellation requests before the cutoff date.","View AP aging report","https://finance.global-corp.com/payables/aging-report","All supplier invoices must have a valid tax clearance certificate. The payment run will process approved items through corporate transfer on the 15th and 30th of each month.","Submit invoice red cancellation","https://finance.global-corp.com/invoices/red-cancel","For questions about supplier settlement or bank receipt reconciliation, contact the accounts payable team.","","","Accounts Payable Department","","","2","L2_1","legit","finance","supplier settlement, accounts payable, invoice red cancellation, tax clearance certificate, corporate transfer, bank receipt","LEGITIMATE email. (1) Sender ap@global-corp.com uses the official trusted domain. (2) Both links point to finance.global-corp.com whitelist domain. (3) Content covers standard AP and supplier settlement procedures. (4) No urgency pressure, no threats, no external payment links. (5) Provides regular payment schedule information. Recognition tip: legitimate AP notices use internal finance systems and do not request credential verification via email."
"","admin","True","it-support@global-corp.com","Scheduled System Upgrade - VPN Login Maintenance Window","IT will perform a system upgrade and security patch deployment this Saturday from 1:00 AM to 5:00 AM. During this window, VPN login and internal network control services may be temporarily unavailable.","View maintenance schedule","https://it.global-corp.com/maintenance/schedule","After the upgrade, verify your account permission settings. If you experience issues with background access or cloud server connectivity, submit an operation ticket.","Submit operation ticket","https://it.global-corp.com/tickets/create","Routine vulnerability scanning and log audit will follow. No action is required from end users. Data backup has been completed.","","","IT Operations Team, Global-Corp","","","2","L2_1","legit","it","system upgrade, security patch, VPN login, internal network control, account permission, background access, cloud server, operation ticket, vulnerability scanning, log audit, data backup","LEGITIMATE email. (1) Sender it-support@global-corp.com uses the official trusted domain. (2) Both links point to it.global-corp.com which is whitelisted. (3) Content describes scheduled maintenance with a specific time window. (4) No urgency threats, no credential requests. (5) Explicitly states no action required from end users. Recognition tip: legitimate IT maintenance notices provide specific schedules and direct users to submit tickets, not verify credentials."
"","admin","True","security-alert@cloud-alert-monitor.com","URGENT: Your VPN Account Has Expired - Immediate Verification Required","Dear user, our security monitoring system shows your VPN login credentials have expired. To avoid account lockout and loss of background access, you must complete immediate handling within 24 hours.","Verify VPN account","https://vpn-login-fake.cloud-alert-monitor.com/verify","Failure to verify will result in system paralysis of your remote access and suspension of cloud server privileges. A security patch requires your confirmation to maintain firewall protection.","Confirm security patch","https://server-patch.cloud-alert-monitor.com/patch-confirm","This is an automated security scan notification. Contact the IT helpdesk if you have questions.","","","IT Security Monitoring","","","2","L2_2","phish","it","cloud-alert, vpn-login-fake, server-patch, VPN login, account lockout, background access, immediate handling, 24 hours, system paralysis, cloud server, security patch, firewall, security scan, dear user","PHISHING email. (1) SENDER SPOOFING: security-alert@cloud-alert-monitor.com contains fake sender keyword cloud-alert; domain is not global-corp.com. (2) FAKE URLS: links contain fake domain keywords vpn-login-fake, cloud-alert, server-patch; cloud-alert-monitor.com is not trusted. (3) SOCIAL ENGINEERING - URGENCY: immediate handling, within 24 hours, URGENT. (4) SOCIAL ENGINEERING - FEAR: account lockout, system paralysis, suspension of privileges. (5) LOW-LEVEL FLAW: generic greeting Dear user instead of recipient name. (6) Requests credential verification via external link. Recognition tip: IT never asks for VPN credential verification through embedded links; account issues are handled at it.global-corp.com."
"","admin","True","server-patch@it-backend-alert.com","High-Risk Vulnerabilities Urgently Fixed - Patch Installation Required","Critical high-risk vulnerabilities have been detected on your workstation. To prevent system paralysis within 2 hours, you must download and install the patch installation package immediately from the IT backend server.","Download emergency patch","https://server-patch.it-backend-alert.com/patch/download","This server intrusion warning indicates potential remote access to database. Complete urgent verification of data leakage through the link below. Immediate handling is mandatory.","Verify data security","https://it-backend.it-backend-alert.com/leak-check","After installation, your firewall and log audit settings will update automatically. Contact IT support if you experience issues.","","","IT Security Operations","","","2","L2_3","phish","it","server-patch, it-backend, high-risk vulnerabilities urgently fixed, system paralysis within 2 hours, patch installation package, server intrusion warning, remote access to database, urgent verification of data leakage, immediate handling, firewall, log audit, IT backend","PHISHING email - malware delivery attack. (1) SENDER SPOOFING: server-patch@it-backend-alert.com contains fake sender keywords server-patch and it-backend; domain is not trusted. (2) FAKE URLS: links contain fake domain keywords server-patch and it-backend; it-backend-alert.com mimics an internal IT portal but is not whitelisted. (3) SOCIAL ENGINEERING - EXTREME URGENCY: within 2 hours, immediately, mandatory. (4) SOCIAL ENGINEERING - FEAR: system paralysis, server intrusion, remote access to database, data leakage. (5) The patch installation package download link likely distributes malware disguised as a security patch. (6) Mixes legitimate IT terms (firewall, log audit) to appear credible. Recognition tip: legitimate patches are deployed through enterprise endpoint management or it.global-corp.com, never via email download links."
"","admin","True","it-security@global-corp.com","Quarterly Vulnerability Scanning and Server Inspection Report","The quarterly vulnerability scanning and server inspection has been completed. All identified security patch items have been categorized by severity. The IT team will deploy fixes during the next maintenance window.","View vulnerability report","https://it.global-corp.com/security/vulnerability-report","No action is required from end users at this time. The database operation team has confirmed all background access controls are functioning normally.","View security patch schedule","https://it.global-corp.com/security/patch-schedule","The log audit summary will be shared with department heads next week. For questions, contact the IT security team.","","","IT Security Team","","","2","L2_1","legit","it","vulnerability scanning, server inspection, security patch, database operation, background access, log audit","LEGITIMATE email. (1) Sender it-security@global-corp.com uses the official trusted domain. (2) Both links point to it.global-corp.com whitelist domain. (3) Content is a routine security report with no action required from users. (4) No urgency, no fear tactics, no credential requests. (5) Standard IT security communication. Recognition tip: legitimate security reports use internal portals and do not demand immediate action from end users."
