"id","source","is_available","sender","subject","content_1","link_text_1","url_1","content_2","link_text_2","url_2","content_3","link_text_3","url_3","content_4","link_text_4","url_4","difficulty_level","template_type","email_label","department","scam_keywords","analysis_description"
"","admin","True","finance@global-corp.com","September Monthly Audit Schedule and Document Preparation","The September monthly audit will begin on the 26th. Please ensure all financial statement entries, expense write-off records, and bank receipt documents are organized before the audit start date.","View audit schedule","https://finance.global-corp.com/audit/september","Department heads should review the cost accounting reports and confirm budget approval status. The accounts payable aging report should also be finalized.","Prepare audit documents","https://finance.global-corp.com/audit/checklist","For questions about the monthly audit process, contact the internal audit team.","","","Internal Audit Department","","","2","L2_1","legit","finance","monthly audit, financial statement, expense write-off, bank receipt, cost accounting, budget approval, accounts payable","LEGITIMATE email. (1) Sender finance@global-corp.com is official. (2) Both links use finance.global-corp.com whitelist domain. (3) Content covers standard monthly audit preparation. (4) No urgency threats, no payment requests, no credential verification. (5) Directs to contact the audit team for questions. Recognition tip: legitimate audit notices use internal finance portals and provide standard deadlines."
"","admin","True","supplier-bill@finance-transfer-pay.com","Urgent Supplier Collection - Time-Limited Fund Transfer Required","A supplier collection notice requires immediate attention. Please process a time-limited fund transfer through the private transfer channel before end of day to avoid late payment penalty.","Process supplier payment","https://supplier-bill.finance-transfer-pay.com/payment","The CEO temporary payment instruction has been approved. Complete the scanning payment and upload the bank receipt through the link below.","Upload payment receipt","https://finance-transfer.finance-transfer-pay.com/receipt","Failure to process before the deadline may result in frozen corporate account status.","","","Supplier Payments, Finance","","","2","L2_2","phish","finance","supplier-bill, finance-transfer, supplier collection, time-limited fund transfer, private transfer channel, late payment penalty, CEO temporary payment, scanning payment, bank receipt, frozen corporate account, urgent corporate remittance","PHISHING email - BEC payment fraud. (1) SENDER SPOOFING: supplier-bill@finance-transfer-pay.com contains fake sender keywords supplier-bill and finance-transfer; domain is not trusted. (2) FAKE URLS: links contain fake domain keywords supplier-bill and finance-transfer; finance-transfer-pay.com is not on the whitelist. (3) SOCIAL ENGINEERING - AUTHORITY: CEO temporary payment instruction. (4) SOCIAL ENGINEERING - URGENCY: immediate, before end of day, time-limited. (5) SOCIAL ENGINEERING - FEAR: late payment penalty, frozen corporate account. (6) Directs payment via private transfer channel - classic BEC fraud. Recognition tip: supplier payments are processed through finance.global-corp.com with proper approval; always verify CEO instructions by phone."
"","admin","True","audit-system@invoice-fake-alert.com","Audit Attachment Required - False Invoice Detected","An audit attachment related to a false invoice attachment has been flagged. You must review the invoice details immediately to avoid tax overdue fine and unreported penalty.","Review invoice audit","https://audit-system.invoice-fake-alert.com/invoice","Please complete the invoice red cancellation request and submit the tax clearance certificate through the link. The deadline for the day is 4:00 PM.","Submit documents","https://invoice-fake.invoice-fake-alert.com/submit","This is an automated audit system notification. Immediate handling is required to avoid accountability.","","","Finance Audit System","","","2","L2_3","phish","finance","audit-system, invoice-fake, audit attachment, false invoice attachment, tax overdue fine, unreported penalty, invoice red cancellation, tax clearance certificate, deadline for the day, immediate handling, accountability","PHISHING email. (1) SENDER SPOOFING: audit-system@invoice-fake-alert.com contains fake sender keywords audit-system and invoice-fake; domain is not trusted. (2) FAKE URLS: links contain fake domain keywords audit-system and invoice-fake; invoice-fake-alert.com is not whitelisted. (3) SOCIAL ENGINEERING - URGENCY: immediately, deadline for the day 4 PM, immediate handling. (4) SOCIAL ENGINEERING - FEAR: tax overdue fine, unreported penalty, accountability. (5) Requests document submission through external link. (6) Uses legitimate finance terms (invoice red cancellation, tax clearance certificate) to appear credible. Recognition tip: invoice audits are handled through finance.global-corp.com; finance never sends invoice alerts from external domains."
"","admin","True","finance@global-corp.com","Expense Write-Off Process Update for Q4","The expense write-off process has been updated for Q4. Employees should submit write-off requests with the required receipts and approval through the finance portal.","Submit expense write-off","https://finance.global-corp.com/writeoff/submit","The updated cost accounting categories and input tax deduction rules are documented in the finance guide. Please review before submission.","View updated guide","https://finance.global-corp.com/guides/writeoff","For questions about the reimbursement process or accounts payable, contact the finance operations team.","","","Finance Operations","","","2","L2_1","legit","finance","expense write-off, cost accounting, input tax deduction, reimbursement process, accounts payable","LEGITIMATE email. (1) Sender finance@global-corp.com is official. (2) Both links point to finance.global-corp.com whitelist domain. (3) Content covers standard expense write-off procedures. (4) No urgency, threats, or credential requests. (5) Directs employees to contact finance operations for support. Recognition tip: legitimate process updates use internal finance portals and do not include external links."
"","admin","True","tax-gov-fake@tax-notice-alert.com","Tax Overdue Fine Notice - Payment Deadline for Today","Your company has an outstanding tax overdue fine. Payment must be completed before deadline for today to avoid additional late payment penalty and legal accountability.","Pay overdue fine","https://tax-gov-fake.tax-notice-alert.com/payment","Please complete the scanning payment through the link below. The false tax clearance document must be resolved immediately. Unreported penalty will accumulate daily.","Resolve tax issue","https://tax-notice.tax-notice-alert.com/resolve","This notification is issued by the tax bureau. Immediate handling is required.","","","Tax Collection Office","","","2","L2_2","phish","finance","tax-gov-fake, tax-notice, tax overdue fine, deadline for today, late payment penalty, accountability, scanning payment, false tax clearance document, unreported penalty, tax bureau, immediate handling","PHISHING email. (1) SENDER SPOOFING: tax-gov-fake@tax-notice-alert.com contains fake sender keywords tax-gov-fake and tax-notice; real tax authorities use .gov domains. (2) FAKE URLS: links contain fake domain keywords tax-gov-fake and tax-notice; tax-notice-alert.com is not trusted. (3) SOCIAL ENGINEERING - AUTHORITY: tax bureau impersonation. (4) SOCIAL ENGINEERING - URGENCY: deadline for today, immediate handling, immediately. (5) SOCIAL ENGINEERING - FEAR: late payment penalty, legal accountability, unreported penalty accumulating daily. (6) Requests payment via external link - payment fraud. Recognition tip: tax payments are made through official tax bureau portals or pay.global-corp.com, never via email payment links."
"","admin","True","finance@global-corp.com","Bank Receipt Upload Reminder for August Transactions","Please upload bank receipt documents for August corporate transfer transactions through the finance portal. Receipts are required for monthly reconciliation and accounts payable verification.","Upload bank receipts","https://finance.global-corp.com/receipts/upload","Ensure all receipts match the corresponding supplier settlement invoices. The reimbursement process requires complete documentation before approval.","View receipt checklist","https://finance.global-corp.com/receipts/checklist","For questions about bank receipt requirements, contact the accounts payable team.","","","Accounts Payable Team","","","2","L2_1","legit","finance","bank receipt, corporate transfer, monthly reconciliation, accounts payable, supplier settlement, reimbursement process","LEGITIMATE email. (1) Sender finance@global-corp.com is official. (2) Both links use finance.global-corp.com whitelist domain. (3) Content covers standard receipt upload procedures. (4) No urgency threats, no payment requests, no credential verification. (5) Directs to contact AP team for questions. Recognition tip: legitimate receipt requests use internal finance portals and do not include external payment links."
"","admin","True","finance-transfer@bank-corp-verify.com","CEO Temporary Payment - Private Transfer Channel Authorization","Per CEO temporary payment instruction, authorize a private transfer channel for an urgent corporate remittance. This time-limited fund transfer must be completed before the deadline for the day.","Authorize transfer","https://finance-transfer.bank-corp-verify.com/authorize","The supplier collection details and audit attachment are ready. Complete scanning payment to avoid frozen corporate account measures. The CFO has approved this transaction.","View supplier details","https://bank-corp.bank-corp-verify.com/supplier","After transfer, upload the bank receipt for monthly reconciliation. This is confidential.","","","Executive Payment Office","","","2","L2_3","phish","finance","finance-transfer, bank-corp, CEO temporary payment, private transfer channel, urgent corporate remittance, time-limited fund transfer, deadline for the day, supplier collection, audit attachment, scanning payment, frozen corporate account, bank receipt, monthly reconciliation","PHISHING email - sophisticated BEC attack. (1) SENDER SPOOFING: finance-transfer@bank-corp-verify.com contains fake sender keywords finance-transfer and bank-corp; domain mimics a corporate banking portal but is not global-corp.com. (2) FAKE URLS: links contain fake domain keywords finance-transfer and bank-corp; bank-corp-verify.com is not trusted. (3) SOCIAL ENGINEERING - AUTHORITY: CEO temporary payment, CFO approved, Executive Payment Office. (4) SOCIAL ENGINEERING - URGENCY: time-limited, deadline for the day. (5) SOCIAL ENGINEERING - FEAR: frozen corporate account. (6) Confidentiality pressure to prevent verification. (7) Directs payment via private transfer channel. Recognition tip: executive payments always require multi-party verification; never authorize transfers based solely on email instructions."
"","admin","True","finance@global-corp.com","Q3 Financial Statement Published for Review","The Q3 financial statement has been published for department head review. The report includes cost accounting analysis, budget approval execution, and expense write-off summaries.","View Q3 financial statement","https://finance.global-corp.com/reports/q3-statement","Department heads should review their departmental financial performance and submit any questions before the monthly audit. The input tax deduction summary is also available.","View tax deduction summary","https://finance.global-corp.com/reports/input-tax","For questions about the financial statement, contact the FP&A team.","","","Financial Planning and Analysis","","","2","L2_1","legit","finance","financial statement, cost accounting, budget approval, expense write-off, monthly audit, input tax deduction","LEGITIMATE email. (1) Sender finance@global-corp.com is official. (2) Both links point to finance.global-corp.com whitelist domain. (3) Content covers standard financial reporting. (4) No urgency, threats, or payment requests. (5) Directs to contact FP&A for questions. Recognition tip: legitimate financial reports are shared through internal finance portals, not external links."
"","admin","True","invoice-fake@supplier-bill-pay.com","Invoice Red Cancellation and Scanning Payment Required","An invoice requires invoice red cancellation due to an error. Complete the scanning payment for the corrected invoice through the link below before the deadline for the day.","Process invoice correction","https://invoice-fake.supplier-bill-pay.com/correct","Please attach the audit attachment and false invoice attachment explanation. Late processing will result in unreported penalty and tax overdue fine.","Submit correction documents","https://supplier-bill.supplier-bill-pay.com/submit","Immediate handling is required by the financial system update deadline.","","","Invoice Processing Center","","","2","L2_2","phish","finance","invoice-fake, supplier-bill, invoice red cancellation, scanning payment, deadline for the day, audit attachment, false invoice attachment, unreported penalty, tax overdue fine, immediate handling, financial system update","PHISHING email. (1) SENDER SPOOFING: invoice-fake@supplier-bill-pay.com contains fake sender keywords invoice-fake and supplier-bill; domain is not trusted. (2) FAKE URLS: links contain fake domain keywords invoice-fake and supplier-bill; supplier-bill-pay.com is not on the whitelist. (3) SOCIAL ENGINEERING - URGENCY: deadline for the day, immediate handling. (4) SOCIAL ENGINEERING - FEAR: unreported penalty, tax overdue fine. (5) Requests payment and document submission via external link. (6) Uses invoice-related terms to appear legitimate. Recognition tip: invoice corrections are processed through finance.global-corp.com; finance never sends payment links from external domains."
"","admin","True","finance@global-corp.com","Q3 Budget Execution Progress and Remaining Funds","The Q3 budget execution progress report is available. Department heads should review remaining funds and submit any budget approval adjustment requests before quarter end.","View budget execution report","https://finance.global-corp.com/budget/q3-execution","The cost accounting variance analysis and financial statement highlights are included. Please coordinate with finance for any expense write-off items.","Submit budget adjustment","https://finance.global-corp.com/budget/adjustment","For questions about budget execution, contact the FP&A team.","","","Financial Planning and Analysis","","","2","L2_1","legit","finance","budget approval, cost accounting, financial statement, expense write-off","LEGITIMATE email. (1) Sender finance@global-corp.com is official. (2) Both links use finance.global-corp.com whitelist domain. (3) Content covers standard budget execution review. (4) No urgency threats, no payment requests, no credential verification. (5) Standard quarter-end communication. Recognition tip: legitimate budget reports use internal finance portals and do not include external links."
"","admin","True","it-ops@global-corp.com","Office Network Bandwidth Expansion Completed","The office network bandwidth expansion has been completed successfully. All departments should now experience improved connectivity for cloud server access and VPN login.","View upgrade details","https://it.global-corp.com/network/bandwidth-upgrade","If you experience any connectivity issues after the bandwidth expansion, please submit an operation ticket through the IT portal. The firewall rules have been updated accordingly.","Submit operation ticket","https://it.global-corp.com/tickets/create","The log audit will monitor network performance for the next 48 hours.","","","IT Network Operations","","","2","L2_1","legit","it","bandwidth expansion, cloud server, VPN login, operation ticket, firewall, log audit","LEGITIMATE email. (1) Sender it-ops@global-corp.com uses the official trusted domain. (2) Both links point to it.global-corp.com whitelist domain. (3) Content covers completed network upgrade. (4) No urgency threats, no credential requests. (5) Directs users to submit tickets for issues. Recognition tip: legitimate network notices use internal IT portals and provide post-upgrade support channels."
"","admin","True","db-admin@it-backend-access.com","Remote Access to Database - Application for Administrator Privileges","A remote access to database request has been initiated from your account. To approve the application for administrator privileges, verify your identity through the link below within 24 hours.","Approve database access","https://db-admin.it-backend-access.com/approve","Failure to verify will result in account lockout and suspension of background access. This is required per the urgent verification of data leakage protocol.","Verify identity","https://it-backend.it-backend-access.com/verify","Immediate handling is required to prevent unauthorized remote access to database.","","","Database Administration","","","2","L2_2","phish","it","db-admin, it-backend, remote access to database, application for administrator privileges, 24 hours, account lockout, background access, urgent verification of data leakage, immediate handling","PHISHING email. (1) SENDER SPOOFING: db-admin@it-backend-access.com contains fake sender keywords db-admin and it-backend; domain is not trusted. (2) FAKE URLS: links contain fake domain keywords db-admin and it-backend; it-backend-access.com is not on the whitelist. (3) SOCIAL ENGINEERING - URGENCY: within 24 hours, immediate handling. (4) SOCIAL ENGINEERING - FEAR: account lockout, suspension, unauthorized access, data leakage. (5) Requests identity verification through external link - credential theft. (6) Requests administrator privileges approval - privilege escalation. Recognition tip: database access requests are approved through it.global-corp.com with proper ticketing, never via email links."
"","admin","True","cloud-bill@cloud-alert-billing.com","Cloud Bill Overdue - Suspension of Cloud Account Imminent","Your cloud bill is overdue. Suspension of cloud account due to overdue bill will take effect within 24 hours. Complete payment immediately to avoid system paralysis and data loss.","Pay cloud bill","https://cloud-bill.cloud-alert-billing.com/payment","Please verify your account permission and confirm the cloud resource renewal. Immediate handling is required to prevent service interruption and firewall deactivation.","Verify and renew","https://cloud-alert.cloud-alert-billing.com/renew","After payment, your cloud server access will be restored automatically.","","","Cloud Billing Services","","","2","L2_3","phish","it","cloud-bill, cloud-alert, suspension of cloud account due to overdue bill, 24 hours, system paralysis, data loss, account permission, cloud resource renewal, immediate handling, firewall, cloud server","PHISHING email. (1) SENDER SPOOFING: cloud-bill@cloud-alert-billing.com contains fake sender keywords cloud-bill and cloud-alert; domain is not trusted. (2) FAKE URLS: links contain fake domain keywords cloud-bill and cloud-alert; cloud-alert-billing.com is not whitelisted. (3) SOCIAL ENGINEERING - FEAR: account suspension, system paralysis, data loss, service interruption, firewall deactivation. (4) SOCIAL ENGINEERING - URGENCY: within 24 hours, immediately, immediate handling. (5) Requests payment via external link - payment fraud. (6) Mixes legitimate IT terms (cloud resource renewal, cloud server, firewall) to appear credible. Recognition tip: cloud billing is managed through it.global-corp.com or pay.global-corp.com; IT never demands immediate payment via email."
"","admin","True","it-security@global-corp.com","Quarterly Account Permission Review","The quarterly account permission review has begun. Managers should review their team members' background access and account permission levels through the IT admin portal.","Review team permissions","https://it.global-corp.com/admin/permission-review","Please revoke any unnecessary access rights. The review covers VPN login, cloud server, and database operation permissions.","Submit review confirmation","https://it.global-corp.com/admin/review-confirm","For questions about the permission review process, submit an operation ticket.","","","IT Security Administration","","","2","L2_1","legit","it","account permission, background access, VPN login, cloud server, database operation, operation ticket","LEGITIMATE email. (1) Sender it-security@global-corp.com is official. (2) Both links use it.global-corp.com whitelist domain. (3) Content covers standard quarterly permission review. (4) No urgency threats, no credential requests. (5) Directs managers to use the IT admin portal. Recognition tip: legitimate permission reviews use internal IT admin portals and do not require external verification."
"","admin","True","vpn-login-fake@cloud-alert-vpn.com","Expired VPN Account - Verify Within 24 Hours to Avoid Lockout","Your VPN login credentials have expired. To prevent account lockout and loss of background access, verify your account within 24 hours through the link below.","Renew VPN credentials","https://vpn-login-fake.cloud-alert-vpn.com/renew","Failure to verify will cause system paralysis of your remote access. A security patch requires your confirmation to maintain firewall protection.","Confirm security patch","https://cloud-alert.cloud-alert-vpn.com/patch","Immediate handling is required. This is an automated VPN management notification.","","","VPN Management System","","","2","L2_2","phish","it","vpn-login-fake, cloud-alert, expired VPN account, VPN login, account lockout, background access, 24 hours, system paralysis, security patch, firewall, immediate handling","PHISHING email. (1) SENDER SPOOFING: vpn-login-fake@cloud-alert-vpn.com contains fake sender keywords vpn-login-fake and cloud-alert; domain is not global-corp.com. (2) FAKE URLS: links contain fake domain keywords vpn-login-fake and cloud-alert; cloud-alert-vpn.com is not trusted. (3) SOCIAL ENGINEERING - URGENCY: within 24 hours, immediate handling. (4) SOCIAL ENGINEERING - FEAR: account lockout, system paralysis, loss of access. (5) Requests credential verification through external link. (6) Security patch confirmation is a lure to click. Recognition tip: VPN renewal is handled through it.global-corp.com; IT never asks for VPN credentials via email links."
"","admin","True","it-compliance@global-corp.com","Monthly Log Audit Report Available","The monthly log audit report for August is available for review. The report covers VPN login activity, background access records, and firewall events.","View log audit report","https://it.global-corp.com/reports/log-audit-august","Department heads should review any unusual access patterns. The vulnerability scanning summary and security patch status are also included.","View security summary","https://it.global-corp.com/reports/security-summary","For questions about the log audit report, contact the IT security team.","","","IT Security Compliance","","","2","L2_1","legit","it","log audit, VPN login, background access, firewall, vulnerability scanning, security patch","LEGITIMATE email. (1) Sender it-compliance@global-corp.com uses the official trusted domain. (2) Both links point to it.global-corp.com whitelist domain. (3) Content covers routine monthly security reporting. (4) No urgency, no fear tactics, no credential requests. (5) Standard compliance communication. Recognition tip: legitimate audit reports use internal IT portals and do not demand immediate action from recipients."
